card__link href,card__image src,card__size,card__title,card__button,brand_name,brand_country,brand_description
"https://cigarday.ru/sigary/perdomo/perdomo-reserve-10th-anniversary-super-toro-maduro/","https://cigarday.ru/images/cms/thumbs/4b94105b473d5e46c4602845d7c505c9acd0bcec/perdomo-reserve-10th-anniversary-super-toro-maduro-min_auto_56_png_5_80.png","152 мм × 60 RG","Perdomo Reserve 10th Anniversary Super Toro Maduro","","Perdomo","Nicaragua","Никарагуанский бренд, основанный Nick Perdomo. Известен своими качественными сигарами."
"https://cigarday.ru/sigary/gurkha/gurkha-revenant-robusto-natural/","https://cigarday.ru/images/cms/thumbs/21b4e6b1d4cc15beffec64040efc6a66d76e26e7/gurkha-revenant-corojo-robusto_auto_56_png_5_80.png","127 мм × 52 RG","Gurkha Revenant Corojo Robusto","","Gurkha","Dominican Republic","Американский бренд, производящий сигары в Доминиканской Республике. Известен своими премиальными сигарами."
"https://cigarday.ru/sigary/my-father/my-father-vegas-cubanas-by-don-pepin-garcia-imperialist/","https://cigarday.ru/images/cms/thumbs/618f4ce5427eee6bc6a9717267ed15f567dd135e/my-father-vegas-cubanas-by-don-pepin-garcia-imperialist-min_auto_56_png_5_80.png","155 мм × 52 RG","My Father Vegas Cubanas by Don Pepin Garcia Imperialist","","My","Unknown","Информация о бренде недоступна"
"https://cigarday.ru/sigary/gurkha/gurkha_heritage_prince/","https://cigarday.ru/images/cms/thumbs/f39db6a8d3aa055f3c1e02a5d24bf19c428b6ca0/pattern_auto_56_png_5_80.png","127 мм × 58 RG","Gurkha Heritage Prince","","Gurkha","Dominican Republic","Американский бренд, производящий сигары в Доминиканской Республике. Известен своими премиальными сигарами."
"https://cigarday.ru/sigary/oliva/oliva-serie-v-double-robusto-maduro/","https://cigarday.ru/images/cms/thumbs/8349486778a6b1b89a3d8387321253b4103524d5/oliva-serie-v-double-robusto-maduro_auto_56_png_5_80.png","127 мм × 54 RG","Oliva Serie "V" Double Robusto Maduro","","Oliva","Nicaragua","Никарагуанский бренд, основанный в 1886 году. Известен своими качественными сигарами."
"https://cigarday.ru/sigary/perdomo/perdomo-fresco-toro-connecticut/","https://cigarday.ru/images/cms/thumbs/ed8d78003d40b3efa70b6697ea409940018bcd0f/perdomo-fresco-toro-connecticut-min_auto_56_png_5_80.png","152 мм × 50 RG","Perdomo Fresco Toro Connecticut","","Perdomo","Nicaragua","Никарагуанский бренд, основанный Nick Perdomo. Известен своими качественными сигарами."
"https://cigarday.ru/sigary/brick-house/brick-house-mighty-mighty/","https://cigarday.ru/images/cms/thumbs/691a0916f56cf471475091cc4bb977c85bec4501/brick-house-mighty-mighty-min_auto_56_png_5_80.png","159 мм × 54 RG","Brick House Mighty Mighty","","Brick House","Nicaragua","Никарагуанский бренд, производящий доступные сигары с классическими вкусами."
"https://cigarday.ru/sigary/hoyo-de-monterrey/hoyo-de-monterrey-le-hoyo-rio-seco-a-t/","https://cigarday.ru/images/cms/thumbs/0981e115259bf35de163cec4f14b9b604d435cbc/main_auto_56_png_5_80.png","140 мм × 56 RG","Hoyo De Monterrey Le Hoyo Rio Seco A/T","","Hoyo De Monterrey","Cuba","Кубинский бренд, основанный в 1865 году. Известен своими мягкими и элегантными сигарами."
"https://cigarday.ru/sigary/principle-cigars/principle-cigars-accomplice-classic-robusto/","https://cigarday.ru/images/cms/thumbs/5923d7c416a166a585392bf040680b5fb4f9f658/accomplice-classic-robusto_auto_56_png_5_80.png","127 мм × 50 RG","Principle Cigars Accomplice Classic Robusto","","Principle","Unknown","Информация о бренде недоступна"
"https://cigarday.ru/sigary/la-galera/la-galera-habano-coloso/","https://cigarday.ru/images/cms/thumbs/e47c75cd248806c2ee4e484dc50ba4ac43568b0b/la-galera-habano-coloso_auto_56_png_5_80.png","203 мм × 60 RG","La Galera Habano Coloso","","La","Unknown","Информация о бренде недоступна"
"https://cigarday.ru/sigary/perdomo/perdomo_habano_corojo_robusto/","https://cigarday.ru/images/cms/thumbs/329606bcfded7e1fc37672de8725e58346863c02/pattern_auto_56_png_5_80.png","157 мм × 52 RG","Perdomo Habano Corojo Robusto","","Perdomo","Nicaragua","Никарагуанский бренд, основанный Nick Perdomo. Известен своими качественными сигарами."
"https://cigarday.ru/sigary/aj-fernandez/aj-fernandez-last-call-maduro-flaquitas/","https://cigarday.ru/images/cms/thumbs/a70aefcb44b6f486033cfd2ec0f4464470cc3f1f/aj-fernandez-last-call-maduro-flaquitas5-min_auto_56_png_5_80.png","152 мм × 46 RG","AJ Fernandez Last Call Maduro Flaquitas","","AJ Fernandez","Nicaragua","Никарагуанский бренд, основанный A.J. Fernandez. Известен своими крепкими и ароматными сигарами."
"https://cigarday.ru/sigary/drew-estate/de-lp-no-9-toro/","https://cigarday.ru/images/cms/thumbs/4d36ae64d198b12839aaedc053bf7e801cd96af4/de-lp-no_9-toro-min_auto_56_png_5_80.png","152 мм × 52 RG","Drew Estate Liga Privada No.9 Toro","","Drew Estate","Unknown","Информация о бренде недоступна"
"https://cigarday.ru/sigary/avo/avo-syncro-nicaragua-special-toro/","https://cigarday.ru/images/cms/thumbs/227a8ed706b0ebf36e2cfac30bd08e513829535e/avo_syncro_nicaragua_special_toro_cigars_auto_56_png_5_80.png","152 мм × 60 RG","AVO Syncro Nicaragua Special Toro","","AVO","Dominican Republic","Доминиканский бренд от Davidoff, основанный Avo Uvezian. Известен своими элегантными сигарами."
"https://cigarday.ru/sigary/davtian/davtian-trinidad-robusto-gordo/","https://cigarday.ru/images/cms/thumbs/e2f28d4a436bbc1635629ea295bca76e21fc2ba5/davtian-trinidad-robusto-gordo-min_auto_56_png_5_80.png","114 мм × 60 RG","Davtian Trinidad Robusto Gordo","","Davtian","Armenia","Армянский бренд, производящий сигары с местными традициями."
"https://cigarday.ru/sigary/nicarao/nicarao-especial-double-toro1/","https://cigarday.ru/images/cms/thumbs/cb3902c6aedc139a72cb6bd6354ff7fd252b95ab/nicarao-especial-double-toro-min_auto_56_png_5_80.png","140 мм × 58 RG","Nicarao Especial Double Toro","","Nicarao","Nicaragua","Никарагуанский бренд, названный в честь древнего народа Никарао."
"https://cigarday.ru/sigary/casa-turrent/casa-turrent-1901-torpedo1/","https://cigarday.ru/images/cms/thumbs/889b6f67a0d2d0d9d62498931d30eb1738cfde0b/casa_turrent_1901_torpedo-min_auto_56_png_5_80.png","140 мм","Casa Turrent 1901 Torpedo","","Casa Turrent","Mexico","Мексиканский бренд, основанный в 1880 году. Известен своими традиционными методами производства."
"https://cigarday.ru/sigary/gurkha/gurkha-cellar-reserve-15-hedonism-grand-rothch/","https://cigarday.ru/images/cms/thumbs/c376f59ded461306a3f0cbd9b95dbd97202bb2bb/gurkha_cellar_reserve_15_hedonism_grand_rothch_auto_56_png_5_80.png","152 мм × 58 RG","Gurkha Cellar Reserve 15 Grand Rothschild","","Gurkha","Dominican Republic","Американский бренд, производящий сигары в Доминиканской Республике. Известен своими премиальными сигарами."
"https://cigarday.ru/sigary/quorum/quorum-classic-double-gordo/","","152 мм × 60 RG","Quorum Classic Double Gordo","","Quorum","Unknown","Информация о бренде недоступна"
"https://cigarday.ru/sigary/la-flor-dominicana/la-flor-dominicana-andalusian-bull-torpedo/","","161 мм × 54 RG","La Flor Dominicana Andalusian Bull Torpedo","","La Flor Dominicana","Dominican Republic","Доминиканский бренд, основанный в 1994 году. Известен своими крепкими и ароматными сигарами."
"https://cigarday.ru/sigary/gurkha/gurkha-cellar-reserve-15-toro/","","152 мм × 54 RG","Gurkha Cellar Reserve 15 Toro","","Gurkha","Dominican Republic","Американский бренд, производящий сигары в Доминиканской Республике. Известен своими премиальными сигарами."
"https://cigarday.ru/sigary/paradiso/paradiso-quintessence-majestic/","","152 мм × 60 RG","Paradiso Quintessence Majestic","","Paradiso","Unknown","Информация о бренде недоступна"
"https://cigarday.ru/sigary/perdomo/perdomo-lot-23-robusto/","","127 мм × 50 RG","Perdomo Lot 23 Robusto","","Perdomo","Nicaragua","Никарагуанский бренд, основанный Nick Perdomo. Известен своими качественными сигарами."
"https://cigarday.ru/sigary/stanislaw/stanislaw-panzu-glass/","","120 мм × 52 RG","Stanislaw Panzu Glass","","Stanislaw","Poland","Польский бренд, производящий сигары с европейскими традициями."
"https://cigarday.ru/sigary/alec-bradley/alec-bradley-maxx-culture/","","152 мм × 54 RG","Alec Bradley Maxx Culture","","Alec Bradley","Honduras","Американский бренд, производящий сигары в Гондурасе. Известен своими инновационными смесями."
"https://cigarday.ru/sigary/hiram-solomon-cigars/hiram-and-salomon-felow-cfaft-robusto/","","127 мм × 52 RG","Hiram and Salomon Felow Cfaft Robusto","","Hiram","Unknown","Информация о бренде недоступна"
"https://cigarday.ru/sigary/macanudo/macanudo-maduro-diplomat/","","114 мм × 60 RG","Macanudo Maduro Diplomat","","Macanudo","Dominican Republic","Американский бренд, производящий сигары в Доминиканской Республике. Известен своими мягкими сигарами."
"https://cigarday.ru/sigary/hiram-solomon-cigars/hiram-and-salomon-traveling-man-toro/","","152 мм × 52 RG","Hiram and Solomon Traveling Man Toro","","Hiram","Unknown","Информация о бренде недоступна"
"https://cigarday.ru/sigary/rocky-patel/rp_burn_by_rp_naples_florida_torpedo/","","159 мм × 52 RG","Rocky Patel Burn By RP Naples Florida Torpedo","","Rocky Patel","Honduras","Американский бренд, производящий сигары в Гондурасе. Известен своими качественными сигарами."
"https://cigarday.ru/sigary/la-aroma-del-caribe/la-aroma-del-caribe-valentino/","","152 мм × 60 RG","La Aroma del Caribe Valentino","","La Aroma Del Caribe","Dominican Republic","Доминиканский бренд, известный своими ароматными сигарами с карибскими вкусами."
"https://cigarday.ru/sigary/davidoff/davidoff-dominicana-robusto/","","130 мм × 52 RG","Davidoff Dominicana Robusto","","Davidoff","Dominican Republic","Швейцарский бренд, производящий сигары в Доминиканской Республике. Известен своим премиальным качеством."
"https://cigarday.ru/sigary/orishas/orishas-serie-reyes-2020-toro-gordo/","","140 мм × 56 RG","ORISHAS Serie Reyes 2020 Toro Gordo","","ORISHAS","Cuba","Кубинский бренд, вдохновленный афро-кубинской религией. Производит сигары с уникальными вкусами."
"https://cigarday.ru/sigary/saint-luis-rey/saint-luis-rey-serie-a-vnt/","","143 мм × 46 RG","Saint Luis Rey Serie A VNT","","Saint Luis Rey","Cuba","Кубинский бренд, основанный в 1940-х годах. Назван в честь романа Сент-Экзюпери."
"https://cigarday.ru/sigary/quorum/quorum-classic-double-gordo/","https://cigarday.ru/images/cms/thumbs/b33ab24219cdb6fd32558165b13f596a124f7b5a/quorum_classic_double_gordo-min_auto_56_png_5_80.png","152 мм × 60 RG","Quorum Classic Double Gordo","","Quorum","Unknown","Информация о бренде недоступна"
"https://cigarday.ru/sigary/la-flor-dominicana/la-flor-dominicana-andalusian-bull-torpedo/","https://cigarday.ru/images/cms/thumbs/e7b312cc0a3984eee273180f838162f6dc66400c/la-flor-dominicana-andalusian-bull-torpedo-min_auto_56_png_5_80.png","161 мм × 54 RG","La Flor Dominicana Andalusian Bull Torpedo","","La Flor Dominicana","Dominican Republic","Доминиканский бренд, основанный в 1994 году. Известен своими крепкими и ароматными сигарами."
"https://cigarday.ru/sigary/gurkha/gurkha-cellar-reserve-15-toro/","https://cigarday.ru/images/cms/thumbs/2e9d1ed5d0da9aeb5bf0390d2a0488fa08fd975a/gurkha_cellar_reserve_15_toro_auto_56_png_5_80.png","152 мм × 54 RG","Gurkha Cellar Reserve 15 Toro","","Gurkha","Dominican Republic","Американский бренд, производящий сигары в Доминиканской Республике. Известен своими премиальными сигарами."
"https://cigarday.ru/sigary/paradiso/paradiso-quintessence-majestic/","https://cigarday.ru/images/cms/thumbs/0a55738ca5e4df38baa3a4151e9aba0319ee8dc3/paradiso-quintessence-majestic-min_auto_56_png_5_80.png","152 мм × 60 RG","Paradiso Quintessence Majestic","","Paradiso","Unknown","Информация о бренде недоступна"
"https://cigarday.ru/sigary/perdomo/perdomo-lot-23-robusto/","https://cigarday.ru/images/cms/thumbs/9d386cd2463de34ed71ca046ba4b8fcca263f042/perdomo-lot-23-robusto-min_auto_56_png_5_80.png","127 мм × 50 RG","Perdomo Lot 23 Robusto","","Perdomo","Nicaragua","Никарагуанский бренд, основанный Nick Perdomo. Известен своими качественными сигарами."
"https://cigarday.ru/sigary/stanislaw/stanislaw-panzu-glass/","https://cigarday.ru/images/cms/thumbs/fdc5fdc4c819af0d73623b66cd43bfe3aec97cf8/stanislaw-panzu-glass_auto_56_png_5_80.png","120 мм × 52 RG","Stanislaw Panzu Glass","","Stanislaw","Poland","Польский бренд, производящий сигары с европейскими традициями."
"https://cigarday.ru/sigary/alec-bradley/alec-bradley-maxx-culture/","https://cigarday.ru/images/cms/thumbs/1be2feaeb624abd6cc9e44971cfffe19d60567df/alec_bradley_maxx_culture_auto_56_png_5_80.png","152 мм × 54 RG","Alec Bradley Maxx Culture","","Alec Bradley","Honduras","Американский бренд, производящий сигары в Гондурасе. Известен своими инновационными смесями."
"https://cigarday.ru/sigary/hiram-solomon-cigars/hiram-and-salomon-felow-cfaft-robusto/","https://cigarday.ru/images/cms/thumbs/0591362ca04bd32f06933c2b6154623610250377/hiram-and-salomon-felow-cfaft-robusto-min_auto_56_png_5_80.png","127 мм × 52 RG","Hiram and Salomon Felow Cfaft Robusto","","Hiram","Unknown","Информация о бренде недоступна"
"https://cigarday.ru/sigary/macanudo/macanudo-maduro-diplomat/","https://cigarday.ru/images/cms/thumbs/4162ffbaf84add7083e30b415d96ab281c09704b/macanudo-maduro-diplomat-sigara_auto_56_png_5_80.png","114 мм × 60 RG","Macanudo Maduro Diplomat","","Macanudo","Dominican Republic","Американский бренд, производящий сигары в Доминиканской Республике. Известен своими мягкими сигарами."
"https://cigarday.ru/sigary/hiram-solomon-cigars/hiram-and-salomon-traveling-man-toro/","https://cigarday.ru/images/cms/thumbs/911964dd0de9b2657dfab424cc98a233a5fab972/hiram-and-solomon-traveling-man-toro-min_auto_56_png_5_80.png","152 мм × 52 RG","Hiram and Solomon Traveling Man Toro","","Hiram","Unknown","Информация о бренде недоступна"
"https://cigarday.ru/sigary/rocky-patel/rp_burn_by_rp_naples_florida_torpedo/","https://cigarday.ru/images/cms/thumbs/dfb6370feb16e7f75314f37814d808716f5dbea4/pattern15_auto_56_png_5_80.png","159 мм × 52 RG","Rocky Patel Burn By RP Naples Florida Torpedo","","Rocky Patel","Honduras","Американский бренд, производящий сигары в Гондурасе. Известен своими качественными сигарами."
"https://cigarday.ru/sigary/la-aroma-del-caribe/la-aroma-del-caribe-valentino/","https://cigarday.ru/images/cms/thumbs/b3fd4dff0ca30a7f198ba22149f8a4f97d075853/la_aroma_del_caribe_valentino_auto_56_png_5_80.png","152 мм × 60 RG","La Aroma del Caribe Valentino","","La Aroma Del Caribe","Dominican Republic","Доминиканский бренд, известный своими ароматными сигарами с карибскими вкусами."
"https://cigarday.ru/sigary/davidoff/davidoff-dominicana-robusto/","https://cigarday.ru/images/cms/thumbs/a23d116870aa64cbabb451df8e79dd146e091fe5/davidoff_dominicana_robusto_auto_56_png_5_80.png","130 мм × 52 RG","Davidoff Dominicana Robusto","","Davidoff","Dominican Republic","Швейцарский бренд, производящий сигары в Доминиканской Республике. Известен своим премиальным качеством."
"https://cigarday.ru/sigary/orishas/orishas-serie-reyes-2020-toro-gordo/","https://cigarday.ru/images/cms/thumbs/070da87fdddd3716624e3a19c62ed6bec8e44ba6/orishas_serie_2020_reyes_-_toro_gordo-min_auto_56_png_5_80.png","140 мм × 56 RG","ORISHAS Serie Reyes 2020 Toro Gordo","","ORISHAS","Cuba","Кубинский бренд, вдохновленный афро-кубинской религией. Производит сигары с уникальными вкусами."
"https://cigarday.ru/sigary/saint-luis-rey/saint-luis-rey-serie-a-vnt/","https://cigarday.ru/images/cms/thumbs/457e54ef34c2bb812fab9f12355b1c05051d4bd4/saint-luis-rey-serie-a_auto_56_png_5_80.png","143 мм × 46 RG","Saint Luis Rey Serie A VNT","","Saint Luis Rey","Cuba","Кубинский бренд, основанный в 1940-х годах. Назван в честь романа Сент-Экзюпери."
"https://cigarday.ru/sigary/gurkha/gurkha_15_kracken_xo/","https://cigarday.ru/images/cms/thumbs/0fd6379173881064ee767580b015e63a62f2caa9/pattern_auto_56_png_5_80.png","152 мм × 60 RG","Gurkha Cellar Reserve 15 Kracken XO","","Gurkha","Dominican Republic","Американский бренд, производящий сигары в Доминиканской Республике. Известен своими премиальными сигарами."
"https://cigarday.ru/sigary/rocky-patel/rocky-patel-tavicusa-toro/","https://cigarday.ru/images/cms/thumbs/cf841388a0999e3040563fd97dc4f28c1b620262/rocky_patel_tavicusa_toro_auto_56_png_5_80.png","165 мм × 52 RG","Rocky Patel Tavicusa Toro","","Rocky Patel","Honduras","Американский бренд, производящий сигары в Гондурасе. Известен своими качественными сигарами."
"https://cigarday.ru/sigary/plasensia/plasensia-reserva-original-perfectico/","https://cigarday.ru/images/cms/thumbs/3e7703d1323eb0f5d7708090f45e37e93243edff/plasensia_reserva_original_perfectico-min_auto_56_png_5_80.png","99 мм × 52 RG","Plasenсia Reserva Original Perfectico","","Plasenсia","Unknown","Информация о бренде недоступна"
"https://cigarday.ru/sigary/hidalgo/hidalgo-sancho/","https://cigarday.ru/images/cms/thumbs/547f414fb3de9158ab749cd2ea611984536271cb/hidalgo-sancho-min_auto_56_png_5_80.png","124 мм × 56 RG","Hidalgo Sancho","","Hidalgo","Unknown","Информация о бренде недоступна"
"https://cigarday.ru/sigary/jm-tobacco-cigars/jms-gordo-grande/","https://cigarday.ru/images/cms/thumbs/feff1bac31b5972ce8f6d403723b3f5286fa985a/jms-gordo-grande_auto_56_png_5_80.png","171 мм × 62 RG","JM`s Gordo Grande","","JM`s","Unknown","Информация о бренде недоступна"
"https://cigarday.ru/sigary/padron/padron-series-4000-maduro/","https://cigarday.ru/images/cms/thumbs/483eb43d87d070f7ee5527e2b40eb4133aefe81c/padron-series-4000-min_auto_56_png_5_80.png","166 мм × 54 RG","Padron Series 4000 Maduro","","Padron","Nicaragua","Никарагуанский бренд, основанный Jose Padron. Известен своими премиальными сигарами."
"https://cigarday.ru/sigary/alec-bradley/alec-bradley-spirit-of-cuba-corojo-robusto/","https://cigarday.ru/images/cms/thumbs/32a3bd47fff5f5ea044c938cb31a13942dee9592/alec_bradley_spirit_of_cuba_auto_56_png_5_80.png","127 мм × 50 RG","Alec Bradley Spirit of Cuba Corojo Robusto","","Alec Bradley","Honduras","Американский бренд, производящий сигары в Гондурасе. Известен своими инновационными смесями."
"https://cigarday.ru/sigary/drew-estate/drew-estate-liga-privada-t52-toro/","https://cigarday.ru/images/cms/thumbs/2116cec43658eabd81636b676bb0aaa5866d3041/drew-estate-liga-privada-t52-toro_auto_56_png_5_80.png","152 мм × 52 RG","DE Liga Privada T52 Toro","","DE","Unknown","Информация о бренде недоступна"
"https://cigarday.ru/sigary/tatuaje-cigars/tatuaje-cafe-unicos/","https://cigarday.ru/images/cms/thumbs/77d34cb0256bc5a193a1fc8a460085589df8f49a/tatuaje_cafe_unicos-min_auto_56_png_5_80.png","155 мм × 52 RG","Tatuaje Cafe Unicos","","Tatuaje","Unknown","Информация о бренде недоступна"
"https://cigarday.ru/sigary/plasensia/plasensia-reserva-organica-corona/","","159 мм × 44 RG","Plasenсia Reserva Organica Corona","","Plasenсia","Unknown","Информация о бренде недоступна"
"https://cigarday.ru/sigary/la-flor-dominicana/la-flor-dominicana-oro-natural-tubo/","","152 мм × 54 RG","La Flor Dominicana Oro Natural Tubo","","La Flor Dominicana","Dominican Republic","Доминиканский бренд, основанный в 1994 году. Известен своими крепкими и ароматными сигарами."
"https://cigarday.ru/sigary/hiram-solomon-cigars/hiram-and-salomon-grand-architect-robusto/","","127 мм × 52 RG","Hiram and Solomon Grand Architect Robusto","","Hiram","Unknown","Информация о бренде недоступна"
"https://cigarday.ru/sigary/god-of-fire/god-of-fire-serie-b-double-robusto-tubos/","","146 мм × 52 RG","God of Fire Serie B Double Robusto Tubos","","God Of Fire","Dominican Republic","Доминиканский бренд, производящий премиальные сигары с эксклюзивными вкусами."
"https://cigarday.ru/sigary/gurkha/gurkha-real-toro/","","152 мм × 54 RG","Gurkha Real Toro","","Gurkha","Dominican Republic","Американский бренд, производящий сигары в Доминиканской Республике. Известен своими премиальными сигарами."
"https://cigarday.ru/sigary/la-flor-dominicana/la-flor-dominicana-capitulo-ii-chiesel/","","165 мм × 58 RG","La Flor Dominicana Capitulo II Chiesel","","La Flor Dominicana","Dominican Republic","Доминиканский бренд, основанный в 1994 году. Известен своими крепкими и ароматными сигарами."
"https://cigarday.ru/sigary/gurkha/gurkha-heritage-xo-natural/","","152 мм × 60 RG","Gurkha Heritage XO Natural","","Gurkha","Dominican Republic","Американский бренд, производящий сигары в Доминиканской Республике. Известен своими премиальными сигарами."
"https://cigarday.ru/sigary/hiram-solomon-cigars/hiram-and-salomon-entered-apprentice-toro/","","152 мм × 52 RG","Hiram and Solomon Entered Apprentice Toro","","Hiram","Unknown","Информация о бренде недоступна"
"https://cigarday.ru/sigary/ararat/ararat-siglo/","","170 мм × 43 RG","Ararat Siglo","","Ararat","Armenia","Армянский бренд, производящий сигары с местными традициями."
"https://cigarday.ru/sigary/la-aurora/la-aurora-barrel-aged-robusto/","","127 мм × 50 RG","Lа Aurora Barrel Aged Robusto","","Lа","Unknown","Информация о бренде недоступна"
"https://cigarday.ru/sigary/la-flor-dominicana/la-flor-dominicana-double-claro-48-25/","","165 мм × 48 RG","La Flor Dominicana Double Claro № 48/25","","La Flor Dominicana","Dominican Republic","Доминиканский бренд, основанный в 1994 году. Известен своими крепкими и ароматными сигарами."
"https://cigarday.ru/sigary/quorum/quorum-classic-toro/","","152 мм × 50 RG","Quorum Classic Toro","","Quorum","Unknown","Информация о бренде недоступна"
"https://cigarday.ru/sigary/ashton/ashton-21-year-salute-esg/","","152 мм × 52 RG","Ashton 21 Year Salute ESG","","Ashton","Dominican Republic","Американский бренд, производящий сигары в Доминиканской Республике. Известен своим качеством."
"https://cigarday.ru/sigary/perdomo/perdomo-lot-23-robusto-connecticut/","","127 мм × 50 RG","Perdomo Lot 23 Robusto Connecticut","","Perdomo","Nicaragua","Никарагуанский бренд, основанный Nick Perdomo. Известен своими качественными сигарами."
"https://cigarday.ru/sigary/gurkha/gurkha_blendmaster_s_cask_15/","","178 мм × 55 RG","Gurkha Blendmaster's Cask Ambassador 15 Aged","","Gurkha","Dominican Republic","Американский бренд, производящий сигары в Доминиканской Республике. Известен своими премиальными сигарами."
"https://cigarday.ru/sigary/plasensia/plasensia-reserva-organica-corona/","https://cigarday.ru/images/cms/thumbs/b8f4d13023e831a64f815d9726d0869f4efcaab1/plasensia_reserva_organica_corona1_auto_56_png_5_80.png","159 мм × 44 RG","Plasenсia Reserva Organica Corona","","Plasenсia","Unknown","Информация о бренде недоступна"
"https://cigarday.ru/sigary/la-flor-dominicana/la-flor-dominicana-oro-natural-tubo/","https://cigarday.ru/images/cms/thumbs/7370e287d9d73d29ef66431b20e0f0f064dffd4e/la-flor-dominicana-oro-naturaltubo-min_auto_56_png_5_80.png","152 мм × 54 RG","La Flor Dominicana Oro Natural Tubo","","La Flor Dominicana","Dominican Republic","Доминиканский бренд, основанный в 1994 году. Известен своими крепкими и ароматными сигарами."
"https://cigarday.ru/sigary/hiram-solomon-cigars/hiram-and-salomon-grand-architect-robusto/","https://cigarday.ru/images/cms/thumbs/82671999bb100292f8814d041f09603c9406b313/hiram-and-salomon-grand-architect-robusto-min_auto_56_png_5_80.png","127 мм × 52 RG","Hiram and Solomon Grand Architect Robusto","","Hiram","Unknown","Информация о бренде недоступна"
"https://cigarday.ru/sigary/god-of-fire/god-of-fire-serie-b-double-robusto-tubos/","https://cigarday.ru/images/cms/thumbs/4c6855b2131cfc850a5a9c024b34e050ead0e91f/serie-robusto-tube_auto_56_jpg_5_80.jpg","146 мм × 52 RG","God of Fire Serie B Double Robusto Tubos","","God Of Fire","Dominican Republic","Доминиканский бренд, производящий премиальные сигары с эксклюзивными вкусами."
"https://cigarday.ru/sigary/gurkha/gurkha-real-toro/","https://cigarday.ru/images/cms/thumbs/c3e5bbb6c854fb33e63a55a889214219861d101f/gurkha-real-toro_auto_56_png_5_80.png","152 мм × 54 RG","Gurkha Real Toro","","Gurkha","Dominican Republic","Американский бренд, производящий сигары в Доминиканской Республике. Известен своими премиальными сигарами."
"https://cigarday.ru/sigary/la-flor-dominicana/la-flor-dominicana-capitulo-ii-chiesel/","https://cigarday.ru/images/cms/thumbs/af76e842013a02d91ec397f847675a09bcc225a7/la_flor_dominicana_capitulo_ii_chiesel_auto_56_png_5_80.png","165 мм × 58 RG","La Flor Dominicana Capitulo II Chiesel","","La Flor Dominicana","Dominican Republic","Доминиканский бренд, основанный в 1994 году. Известен своими крепкими и ароматными сигарами."
"https://cigarday.ru/sigary/gurkha/gurkha-heritage-xo-natural/","https://cigarday.ru/images/cms/thumbs/c2f51441e7fa7c638bd4d798295a5eda9310689f/gurkha-heritage-xo-natural-min_auto_56_png_5_80.png","152 мм × 60 RG","Gurkha Heritage XO Natural","","Gurkha","Dominican Republic","Американский бренд, производящий сигары в Доминиканской Республике. Известен своими премиальными сигарами."
"https://cigarday.ru/sigary/hiram-solomon-cigars/hiram-and-salomon-entered-apprentice-toro/","https://cigarday.ru/images/cms/thumbs/3f132ba84d1f3bc2bae22ee0be5f4f645ee28a48/hiram-and-solomon-entered-apprentice-toro-min_auto_56_png_5_80.png","152 мм × 52 RG","Hiram and Solomon Entered Apprentice Toro","","Hiram","Unknown","Информация о бренде недоступна"
"https://cigarday.ru/sigary/ararat/ararat-siglo/","https://cigarday.ru/images/cms/thumbs/f5cfbed5c7a3c4c08c107dc0b8b201f63a30d2b0/ararat-siglo_auto_56_png_5_80.png","170 мм × 43 RG","Ararat Siglo","","Ararat","Armenia","Армянский бренд, производящий сигары с местными традициями."
"https://cigarday.ru/sigary/la-aurora/la-aurora-barrel-aged-robusto/","https://cigarday.ru/images/cms/thumbs/842d69259625d097170bab9e88956fa6795a514c/la_aurora_barrel_aged_robusto_min_auto_56_png_5_80.png","127 мм × 50 RG","Lа Aurora Barrel Aged Robusto","","Lа","Unknown","Информация о бренде недоступна"
"https://cigarday.ru/sigary/la-flor-dominicana/la-flor-dominicana-double-claro-48-25/","https://cigarday.ru/images/cms/thumbs/8dbc2b916bbacec6f20940eb0cc0ffb23312e63f/la_flor_dominicana_double_claro_4825_auto_56_png_5_80.png","165 мм × 48 RG","La Flor Dominicana Double Claro № 48/25","","La Flor Dominicana","Dominican Republic","Доминиканский бренд, основанный в 1994 году. Известен своими крепкими и ароматными сигарами."
"https://cigarday.ru/sigary/quorum/quorum-classic-toro/","https://cigarday.ru/images/cms/thumbs/f76f0c88a5f22ae2787cd8d3b6743a97edd67669/quorum_classic_toro-min_auto_56_png_5_80.png","152 мм × 50 RG","Quorum Classic Toro","","Quorum","Unknown","Информация о бренде недоступна"
"https://cigarday.ru/sigary/ashton/ashton-21-year-salute-esg/","https://cigarday.ru/images/cms/thumbs/2d53bd5f1858aaef6aba707f50739ea1fd5f8b7e/ashton_21_year_salute_esg-min_auto_56_png_5_80.png","152 мм × 52 RG","Ashton 21 Year Salute ESG","","Ashton","Dominican Republic","Американский бренд, производящий сигары в Доминиканской Республике. Известен своим качеством."
"https://cigarday.ru/sigary/perdomo/perdomo-lot-23-robusto-connecticut/","https://cigarday.ru/images/cms/thumbs/1c910b94906fcd7a4daecbe2ca966c38e2923901/perdomo-lot-23-robusto-connecticut_auto_56_png_5_80.png","127 мм × 50 RG","Perdomo Lot 23 Robusto Connecticut","","Perdomo","Nicaragua","Никарагуанский бренд, основанный Nick Perdomo. Известен своими качественными сигарами."
